DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-12,9.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-01,9.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-02,9.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-03,9.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-04,9.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-05,9.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-06,9.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-07,9.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-08,9.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-09,9.8,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-10,10.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-11,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2012-12,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-01,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-02,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-03,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-04,10.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-05,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-06,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-07,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-08,10.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-09,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-10,10.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-11,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2013-12,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-01,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-02,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-03,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-04,10.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-05,10.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-06,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-07,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-08,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-09,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-10,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-11,10.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2014-12,10.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-01,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-02,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-03,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-04,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-05,10.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-06,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-07,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-08,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-09,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-10,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-11,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2015-12,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-01,10.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-02,10.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-03,10.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-04,10.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-05,10.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-06,10.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-07,9.8,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-08,9.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-09,9.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-10,10.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-11,10.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2016-12,10.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-01,9.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-02,9.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-03,9.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-04,9.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-05,9.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-06,9.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-07,9.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-08,9.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-09,9.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-10,9.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-11,9.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2017-12,9.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-01,9.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-02,9.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-03,9.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-04,9.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-05,9.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-06,9.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-07,9.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-08,8.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-09,8.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-10,8.8,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-11,8.8,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2018-12,8.8,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-01,8.8,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-02,8.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-03,8.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-04,8.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-05,8.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-06,8.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-07,8.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-08,8.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-09,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-10,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-11,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2019-12,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-01,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-02,7.8,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-03,7.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-04,7.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-05,6.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-06,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-07,8.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-08,9.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-09,9.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-10,8.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-11,8.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2020-12,7.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-01,8.0,d,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-02,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-03,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-04,8.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-05,8.0,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-06,7.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-07,7.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-08,7.9,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-09,7.7,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-10,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-11,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2021-12,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-01,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-02,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-03,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-04,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-05,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-06,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-07,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-08,7.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-09,7.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-10,7.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-11,7.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2022-12,7.2,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-01,7.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-02,7.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-03,7.1,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-04,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-05,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-06,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-07,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-08,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-09,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-10,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-11,7.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2023-12,7.6,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-01,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-02,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-03,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-04,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-05,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-06,7.5,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-07,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-08,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-09,7.4,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-10,7.3,,
ESTAT:UNE_RT_M(1.0),27/03/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2024-11,7.3,,
